"longrid","latgrid","depth"
-179.625,51.2479,-346
-179.625,51.4041,-232.692307692308
-179.625,51.5598,-391.333333333333
-179.625,52.0237,-318.5
-179.625,52.1773,-273.645569620253
-179.625,52.3303,-260.719101123596
-179.625,52.4828,-144.843989769821
-179.625,52.6348,-151.138613861386
-179.375,51.2479,-311.352941176471
-179.375,51.4041,-211.145833333333
-179.375,51.5598,-337.36
-179.375,52.4828,-209.857142857143
-179.375,52.6348,-169.330049261084
-179.375,52.7863,-208.683168316832
-179.375,60.4563,-361.5
-179.375,60.7019,-386.2
-179.375,60.824,-337.361904761905
-179.375,60.9456,-266.053968253968
-179.375,61.0668,-225.608843537415
-179.375,61.1875,-182.273015873016
-179.375,61.3078,-150.874149659864
-179.375,61.4276,-143.574829931973
-179.375,61.5469,-171.511111111111
-179.375,61.6658,-196.602040816327
-179.375,61.7842,-172.734693877551
-179.375,61.9022,-116.448979591837
-179.375,62.0197,-110.591836734694
-179.375,62.1368,-120.71768707483
-179.375,62.2534,-122.034013605442
-179.375,62.3696,-130.255102040816
-179.375,62.4853,-126.391156462585
-179.375,62.6006,-118
-179.375,62.7154,-95.6292517006803
-179.375,62.8298,-92.7472527472527
-179.375,62.9437,-83.4285714285714
-179.375,63.0572,-84.0952380952381
-179.375,63.1703,-88.8424908424908
-179.375,63.2829,-88.2925170068027
-179.375,63.395,-72.9120879120879
-179.375,63.5068,-75.0769230769231
-179.375,63.6181,-77.6734693877551
-179.375,63.729,-72.6410256410256
-179.375,63.8394,-71.8021978021978
-179.375,63.9494,-53.891156462585
-179.375,64.059,-47.3223443223443
-179.375,64.1681,-49.7179487179487
-179.375,64.2769,-49.8021978021978
-179.375,64.3851,-45.4908424908425
-179.375,64.493,-44.03663003663
-179.375,64.6005,-46.265873015873
-179.375,64.7075,-49.6630036630037
-179.375,64.8141,-52.6080586080586
-179.375,64.9203,-53.4212454212454
-179.125,51.0912,-228.025641025641
-179.125,51.2479,-119.370253164557
-179.125,51.4041,-174.868965517241
-179.125,51.5598,-208.548951048951
-179.125,51.715,-380.444444444444
-179.125,59.9594,-336.538461538462
-179.125,60.0844,-265.1
-179.125,60.4563,-385.478260869565
-179.125,60.5793,-355.136170212766
-179.125,60.7019,-324.227383863081
-179.125,60.824,-318.582446808511
-179.125,60.9456,-276.508888888889
-179.125,61.0668,-265.585714285714
-179.125,61.1875,-229.971111111111
-179.125,61.3078,-165.495238095238
-179.125,61.4276,-156.783333333333
-179.125,61.5469,-149.724444444444
-179.125,61.6658,-167.516666666667
-179.125,61.7842,-144.87619047619
-179.125,61.9022,-118.692857142857
-179.125,62.0197,-125.085714285714
-179.125,62.1368,-122.321428571429
-179.125,62.2534,-131.085714285714
-179.125,62.3696,-141.178571428571
-179.125,62.4853,-126.742857142857
-179.125,62.6006,-105.697619047619
-179.125,62.7154,-101.183333333333
-179.125,62.8298,-92.325641025641
-179.125,62.9437,-90.6452380952381
-179.125,63.0572,-88.0357142857143
-179.125,63.1703,-89.3794871794872
-179.125,63.2829,-90.0190476190476
-179.125,63.395,-86.4615384615385
-179.125,63.5068,-84.0205128205128
-179.125,63.6181,-81.3142857142857
-179.125,63.729,-77.1205128205128
-179.125,63.8394,-81.8102564102564
-179.125,63.9494,-68.6571428571429
-179.125,64.059,-60.2512820512821
-179.125,64.1681,-56.7230769230769
-179.125,64.2769,-52.8538461538462
-179.125,64.3851,-49.7820512820513
-179.125,64.493,-49.2051282051282
-179.125,64.6005,-50.7972222222222
-179.125,64.7075,-53.2871794871795
-179.125,64.8141,-57.0615384615385
-179.125,64.9203,-58.3435897435897
-178.875,51.2479,-211.596273291925
-178.875,51.4041,-204.219512195122
-178.875,51.5598,-162.372460496614
-178.875,51.715,-256.302325581395
-178.875,51.8696,-207.780487804878
-178.875,59.8341,-257.021505376344
-178.875,59.9594,-197.069565217391
-178.875,60.0844,-172.933333333333
-178.875,60.2088,-350.968
-178.875,60.3328,-388.888888888889
-178.875,60.4563,-334.783018867925
-178.875,60.5793,-266.422222222222
-178.875,60.7019,-234.171111111111
-178.875,60.824,-221.561904761905
-178.875,60.9456,-164.444444444444
-178.875,61.0668,-146.154761904762
-178.875,61.1875,-209.942222222222
-178.875,61.3078,-208.104761904762
-178.875,61.4276,-174.378571428571
-178.875,61.5469,-144.284444444444
-178.875,61.6658,-114.783333333333
-178.875,61.7842,-133.388095238095
-178.875,61.9022,-130.914285714286
-178.875,62.0197,-104.038095238095
-178.875,62.1368,-120.435714285714
-178.875,62.2534,-157.957142857143
-178.875,62.3696,-156.171428571429
-178.875,62.4853,-135.097619047619
-178.875,62.6006,-98.9285714285714
-178.875,62.7154,-82.3214285714286
-178.875,62.8298,-82.4076923076923
-178.875,62.9437,-93.8452380952381
-178.875,63.0572,-92.6952380952381
-178.875,63.1703,-87.1358974358974
-178.875,63.2829,-91.6833333333333
-178.875,63.395,-86.1769230769231
-178.875,63.5068,-76.2923076923077
-178.875,63.6181,-70.697619047619
-178.875,63.729,-75.1384615384615
-178.875,63.8394,-78.8179487179487
-178.875,63.9494,-71.3833333333333
-178.875,64.059,-64.0358974358974
-178.875,64.1681,-66.5435897435897
-178.875,64.2769,-59.4333333333333
-178.875,64.3851,-56.2128205128205
-178.875,64.493,-55.5769230769231
-178.875,64.6005,-56.9166666666667
-178.875,64.7075,-59.148717948718
-178.875,64.8141,-59.9923076923077
-178.875,64.9203,-60.2358974358974
-178.625,51.4041,-251.834170854271
-178.625,51.5598,-102.592156862745
-178.625,51.715,-252.872549019608
-178.625,51.8696,-247.733333333333
-178.625,59.7082,-271.485074626866
-178.625,59.8341,-164.576388888889
-178.625,59.9594,-132.533333333333
-178.625,60.0844,-189.651111111111
-178.625,60.2088,-284.54347826087
-178.625,60.3328,-295.164556962025
-178.625,60.4563,-237.028888888889
-178.625,60.5793,-204.837777777778
-178.625,60.7019,-186.166666666667
-178.625,60.824,-184.497619047619
-178.625,60.9456,-177.722222222222
-178.625,61.0668,-185.945238095238
-178.625,61.1875,-178.086666666667
-178.625,61.3078,-187.057142857143
-178.625,61.4276,-166.897619047619
-178.625,61.5469,-132.613333333333
-178.625,61.6658,-81.9404761904762
-178.625,61.7842,-113.542857142857
-178.625,61.9022,-130.778571428571
-178.625,62.0197,-105.347619047619
-178.625,62.1368,-133.895238095238
-178.625,62.2534,-158.619047619048
-178.625,62.3696,-161.192857142857
-178.625,62.4853,-117.178571428571
-178.625,62.6006,-88.352380952381
-178.625,62.7154,-68.8071428571429
-178.625,62.8298,-78.3641025641026
-178.625,62.9437,-96.7857142857143
-178.625,63.0572,-96.4952380952381
-178.625,63.1703,-90.6230769230769
-178.625,63.2829,-92.35
-178.625,63.395,-83.4153846153846
-178.625,63.5068,-68.5717948717949
-178.625,63.6181,-63.9523809523809
-178.625,63.729,-61.3128205128205
-178.625,63.8394,-63.7846153846154
-178.625,63.9494,-75.25
-178.625,64.059,-73.1128205128205
-178.625,64.1681,-71.974358974359
-178.625,64.2769,-68.9948717948718
-178.625,64.3851,-63.3538461538462
-178.625,64.493,-63.2512820512821
-178.625,64.6005,-64.7694444444444
-178.625,64.7075,-63.6461538461538
-178.625,64.8141,-59.7923076923077
-178.625,64.9203,-55.4205128205128
-178.375,51.4041,-219.964664310954
-178.375,51.5598,-181.512059369202
-178.375,51.715,-298.438524590164
-178.375,58.943,-317.068965517241
-178.375,59.0717,-221.38864628821
-178.375,59.2,-192.370757180157
-178.375,59.3277,-278
-178.375,59.455,-307.727272727273
-178.375,59.5819,-281.891803278689
-178.375,59.7082,-173.84375
-178.375,59.8341,-134.924444444444
-178.375,59.9594,-130.691111111111
-178.375,60.0844,-99.3
-178.375,60.2088,-162.380952380952
-178.375,60.3328,-167.053333333333
-178.375,60.4563,-157.506666666667
-178.375,60.5793,-165.495555555556
-178.375,60.7019,-162.942222222222
-178.375,60.824,-164.530952380952
-178.375,60.9456,-134.675555555556
-178.375,61.0668,-169.911904761905
-178.375,61.1875,-156.333333333333
-178.375,61.3078,-159.969047619048
-178.375,61.4276,-161.416666666667
-178.375,61.5469,-153.557777777778
-178.375,61.6658,-131.35
-178.375,61.7842,-131.742857142857
-178.375,61.9022,-142.509523809524
-178.375,62.0197,-113.202380952381
-178.375,62.1368,-131.266666666667
-178.375,62.2534,-159.157142857143
-178.375,62.3696,-140.616666666667
-178.375,62.4853,-103.57380952381
-178.375,62.6006,-78.4595238095238
-178.375,62.7154,-84.2809523809524
-178.375,62.8298,-96.5538461538462
-178.375,62.9437,-96.9785714285714
-178.375,63.0572,-97.4333333333333
-178.375,63.1703,-96.4923076923077
-178.375,63.2829,-93.352380952381
-178.375,63.395,-86.8153846153846
-178.375,63.5068,-67.725641025641
-178.375,63.6181,-66.9238095238095
-178.375,63.729,-63.7948717948718
-178.375,63.8394,-62.6128205128205
-178.375,63.9494,-71.1547619047619
-178.375,64.059,-78.4666666666667
-178.375,64.1681,-72.251282051282
-178.375,64.2769,-73.6666666666667
-178.375,64.3851,-70.6051282051282
-178.375,64.493,-70.2282051282051
-178.375,64.6005,-70.0166666666667
-178.375,64.7075,-66.2794871794872
-178.375,64.8141,-58.5282051282051
-178.375,64.9203,-51.1538461538462
-178.125,51.4041,-225.194174757282
-178.125,51.5598,-167.188854489164
-178.125,51.715,-127.872727272727
-178.125,51.8696,-167.75
-178.125,58.8138,-374.166666666667
-178.125,58.943,-224.8
-178.125,59.0717,-137.617777777778
-178.125,59.2,-148.779166666667
-178.125,59.3277,-292.771929824561
-178.125,59.455,-297.627358490566
-178.125,59.5819,-188.18
-178.125,59.7082,-140.35
-178.125,59.8341,-132.342222222222
-178.125,59.9594,-137.402222222222
-178.125,60.0844,-144.128888888889
-178.125,60.2088,-155.345238095238
-178.125,60.3328,-167.597777777778
-178.125,60.4563,-158.506666666667
-178.125,60.5793,-161.762222222222
-178.125,60.7019,-160.811111111111
-178.125,60.824,-153.369047619048
-178.125,60.9456,-153.337777777778
-178.125,61.0668,-120.02380952381
-178.125,61.1875,-150.724444444444
-178.125,61.3078,-161.980952380952
-178.125,61.4276,-166.385714285714
-178.125,61.5469,-161.786666666667
-178.125,61.6658,-145.442857142857
-178.125,61.7842,-141.085714285714
-178.125,61.9022,-135.669047619048
-178.125,62.0197,-120.488095238095
-178.125,62.1368,-118.330952380952
-178.125,62.2534,-144.978571428571
-178.125,62.3696,-117.902380952381
-178.125,62.4853,-109.645238095238
-178.125,62.6006,-91.0047619047619
-178.125,62.7154,-97.8285714285714
-178.125,62.8298,-102.802564102564
-178.125,62.9437,-101.466666666667
-178.125,63.0572,-101.028571428571
-178.125,63.1703,-98.3974358974359
-178.125,63.2829,-93.3428571428571
-178.125,63.395,-90.0435897435897
-178.125,63.5068,-80.7948717948718
-178.125,63.6181,-71.9904761904762
-178.125,63.729,-72.5564102564103
-178.125,63.8394,-66.3076923076923
-178.125,63.9494,-73.8214285714286
-178.125,64.059,-83.2179487179487
-178.125,64.1681,-84.5333333333333
-178.125,64.2769,-79.9333333333333
-178.125,64.3851,-80.0435897435897
-178.125,64.493,-73.1538461538462
-178.125,64.6005,-69.1305555555556
-178.125,64.7075,-64.1179487179487
-178.125,64.8141,-59.851282051282
-178.125,64.9203,-52.7820512820513
-177.875,51.5598,-154.36877076412
-177.875,51.715,-39.0549019607843
-177.875,51.8696,-142.1
-177.875,58.8138,-337.011627906977
-177.875,58.943,-207.61935483871
-177.875,59.0717,-131.706666666667
-177.875,59.2,-231.214123006834
-177.875,59.3277,-357.923076923077
-177.875,59.455,-364.031531531532
-177.875,59.5819,-272.335555555556
-177.875,59.7082,-165.608333333333
-177.875,59.8341,-138.04
-177.875,59.9594,-136.617777777778
-177.875,60.0844,-152.762222222222
-177.875,60.2088,-149.421428571429
-177.875,60.3328,-175.015555555556
-177.875,60.4563,-161.52
-177.875,60.5793,-153.96
-177.875,60.7019,-165.817777777778
-177.875,60.824,-146.35
-177.875,60.9456,-149.633333333333
-177.875,61.0668,-140.619047619048
-177.875,61.1875,-152.008888888889
-177.875,61.3078,-147.321428571429
-177.875,61.4276,-143.07619047619
-177.875,61.5469,-143.002222222222
-177.875,61.6658,-155.283333333333
-177.875,61.7842,-135.27619047619
-177.875,61.9022,-120.130952380952
-177.875,62.0197,-103.607142857143
-177.875,62.1368,-95.2642857142857
-177.875,62.2534,-108.47619047619
-177.875,62.3696,-91.2619047619048
-177.875,62.4853,-94.0880952380952
-177.875,62.6006,-92.7785714285714
-177.875,62.7154,-98.4761904761905
-177.875,62.8298,-103.402564102564
-177.875,62.9437,-111.07380952381
-177.875,63.0572,-101.485714285714
-177.875,63.1703,-93.4102564102564
-177.875,63.2829,-92.2690476190476
-177.875,63.395,-89.3307692307692
-177.875,63.5068,-89.1871794871795
-177.875,63.6181,-88.3547619047619
-177.875,63.729,-76.574358974359
-177.875,63.8394,-64.3333333333333
-177.875,63.9494,-74.5952380952381
-177.875,64.059,-80.6538461538462
-177.875,64.1681,-81.8076923076923
-177.875,64.2769,-82.9948717948718
-177.875,64.3851,-83.9692307692308
-177.875,64.493,-73.5666666666667
-177.875,64.6005,-66.7166666666667
-177.875,64.7075,-61.1025641025641
-177.875,64.8141,-57.1820512820513
-177.875,64.9203,-51.0538461538462
-177.625,51.5598,-188.948
-177.625,51.715,-58.1143497757848
-177.625,51.8696,-161.474048442907
-177.625,58.8138,-174.256830601093
-177.625,58.943,-148.510416666667
-177.625,59.0717,-140.422222222222
-177.625,59.2,-216.6460554371
-177.625,59.3277,-269.468030690537
-177.625,59.455,-276.703087885986
-177.625,59.5819,-216.071111111111
-177.625,59.7082,-185.385416666667
-177.625,59.8341,-143.735555555556
-177.625,59.9594,-147.148888888889
-177.625,60.0844,-145.566666666667
-177.625,60.2088,-142.433333333333
-177.625,60.3328,-150.122222222222
-177.625,60.4563,-145.731111111111
-177.625,60.5793,-146.488888888889
-177.625,60.7019,-151.831111111111
-177.625,60.824,-153.857142857143
-177.625,60.9456,-136.675555555556
-177.625,61.0668,-136.711904761905
-177.625,61.1875,-136.775555555556
-177.625,61.3078,-131.02619047619
-177.625,61.4276,-125.302380952381
-177.625,61.5469,-130.315555555556
-177.625,61.6658,-136.15
-177.625,61.7842,-130.180952380952
-177.625,61.9022,-116.809523809524
-177.625,62.0197,-102.092857142857
-177.625,62.1368,-101.42619047619
-177.625,62.2534,-106.730952380952
-177.625,62.3696,-99.6809523809524
-177.625,62.4853,-103.266666666667
-177.625,62.6006,-98.2476190476191
-177.625,62.7154,-105.452380952381
-177.625,62.8298,-114.017948717949
-177.625,62.9437,-115.311904761905
-177.625,63.0572,-102.92619047619
-177.625,63.1703,-96.6897435897436
-177.625,63.2829,-98.1571428571429
-177.625,63.395,-94.2282051282051
-177.625,63.5068,-95.1897435897436
-177.625,63.6181,-89.5452380952381
-177.625,63.729,-83.8128205128205
-177.625,63.8394,-59.0282051282051
-177.625,63.9494,-71.2642857142857
-177.625,64.059,-81.2846153846154
-177.625,64.1681,-80.1769230769231
-177.625,64.2769,-81.0025641025641
-177.625,64.3851,-81.674358974359
-177.625,64.493,-76.1307692307692
-177.625,64.6005,-68.9138888888889
-177.625,64.7075,-59.2076923076923
-177.625,64.8141,-54.1897435897436
-177.625,64.9203,-48.5
-177.375,51.5598,-287.352272727273
-177.375,51.715,-103.876080691643
-177.375,51.8696,-260.134831460674
-177.375,52.0237,-338.75
-177.375,58.5539,-305
-177.375,58.6841,-188.814925373134
-177.375,58.8138,-134.066666666667
-177.375,58.943,-136.833333333333
-177.375,59.0717,-148.751111111111
-177.375,59.2,-158.639583333333
-177.375,59.3277,-164.44
-177.375,59.455,-166.102222222222
-177.375,59.5819,-156.835555555556
-177.375,59.7082,-179.408333333333
-177.375,59.8341,-137.626666666667
-177.375,59.9594,-136.913333333333
-177.375,60.0844,-138.14
-177.375,60.2088,-138.235714285714
-177.375,60.3328,-140.96
-177.375,60.4563,-131.593333333333
-177.375,60.5793,-148.78
-177.375,60.7019,-135.948888888889
-177.375,60.824,-130.435714285714
-177.375,60.9456,-130.408888888889
-177.375,61.0668,-127.771428571429
-177.375,61.1875,-126.068888888889
-177.375,61.3078,-124.62619047619
-177.375,61.4276,-119.97380952381
-177.375,61.5469,-120.082222222222
-177.375,61.6658,-125.290476190476
-177.375,61.7842,-114.32619047619
-177.375,61.9022,-105.180952380952
-177.375,62.0197,-109.119047619048
-177.375,62.1368,-109.109523809524
-177.375,62.2534,-104.266666666667
-177.375,62.3696,-111.17619047619
-177.375,62.4853,-113.678571428571
-177.375,62.6006,-110.859523809524
-177.375,62.7154,-112.930952380952
-177.375,62.8298,-114.902564102564
-177.375,62.9437,-117.385714285714
-177.375,63.0572,-106.769047619048
-177.375,63.1703,-101.158974358974
-177.375,63.2829,-97.1880952380952
-177.375,63.395,-99.625641025641
-177.375,63.5068,-97.4794871794872
-177.375,63.6181,-88.0571428571429
-177.375,63.729,-73.3230769230769
-177.375,63.8394,-57.2846153846154
-177.375,63.9494,-72.1904761904762
-177.375,64.059,-83.7153846153846
-177.375,64.1681,-80.8897435897436
-177.375,64.2769,-80.9128205128205
-177.375,64.3851,-81.6820512820513
-177.375,64.493,-77.2794871794872
-177.375,64.6005,-72.2805555555556
-177.375,64.7075,-58.8974358974359
-177.375,64.8141,-53.7615384615385
-177.375,64.9203,-48.3128205128205
-177.125,51.4041,-334.333333333333
-177.125,51.5598,-230.39880952381
-177.125,51.715,-112.329081632653
-177.125,51.8696,-87.794425087108
-177.125,52.0237,-283.769230769231
-177.125,58.5539,-310.661016949153
-177.125,58.6841,-150.15
-177.125,58.8138,-145.366666666667
-177.125,58.943,-175.80625
-177.125,59.0717,-153.284444444444
-177.125,59.2,-167.708333333333
-177.125,59.3277,-149.875555555556
-177.125,59.455,-166.815555555556
-177.125,59.5819,-142.255555555556
-177.125,59.7082,-147.420833333333
-177.125,59.8341,-148.442222222222
-177.125,59.9594,-135.3
-177.125,60.0844,-135.851111111111
-177.125,60.2088,-135.788095238095
-177.125,60.3328,-132.246666666667
-177.125,60.4563,-145.535555555556
-177.125,60.5793,-150.568888888889
-177.125,60.7019,-104.924444444444
-177.125,60.824,-69.4761904761905
-177.125,60.9456,-118.982222222222
-177.125,61.0668,-120.921428571429
-177.125,61.1875,-121.206666666667
-177.125,61.3078,-119.557142857143
-177.125,61.4276,-118.245238095238
-177.125,61.5469,-116.76
-177.125,61.6658,-118.045238095238
-177.125,61.7842,-108.011904761905
