"longrid","latgrid","depth"
-166.625,62.2534,-18.15
-166.625,62.3696,-22.5571428571429
-166.625,62.4853,-22.6690476190476
-166.625,62.6006,-22.1904761904762
-166.625,62.7154,-22.7833333333333
-166.625,62.8298,-23.8717948717949
-166.625,62.9437,-23.3857142857143
-166.625,63.0572,-23.1666666666667
-166.625,63.1703,-22.9358974358974
-166.625,63.2829,-21.9238095238095
-166.625,63.395,-24.0666666666667
-166.625,63.5068,-25.0615384615385
-166.625,63.6181,-26.0642857142857
-166.625,63.729,-27.1384615384615
-166.625,63.8394,-29.0538461538462
-166.625,63.9494,-30.752380952381
-166.625,64.059,-30.0461538461538
-166.625,64.1681,-30.0051282051282
-166.625,64.2769,-30.0025641025641
-166.625,64.3851,-30.2435897435897
-166.625,64.493,-29.6461538461538
-166.625,64.6005,-27.125
-166.625,64.7075,-20.2435897435897
-166.625,64.8141,-13.8589743589744
-166.625,64.9203,-9.36280487804878
-166.375,53.2375,-333
-166.375,53.3869,-181.340740740741
-166.375,53.5357,-101.338888888889
-166.375,53.684,-67.4410480349345
-166.375,53.9791,-83.6749226006192
-166.375,54.1259,-134.306010928962
-166.375,54.2721,-377
-166.375,54.5631,-377.744047619048
-166.375,54.7077,-285.838888888889
-166.375,54.8519,-170.629411764706
-166.375,54.9956,-142.133333333333
-166.375,55.1387,-138.521568627451
-166.375,55.2814,-133.4
-166.375,55.4235,-125.374509803922
-166.375,55.5651,-124.139215686275
-166.375,55.7063,-128.676470588235
-166.375,55.8469,-123
-166.375,55.987,-121.676470588235
-166.375,56.1266,-112.288235294118
-166.375,56.2656,-104.891666666667
-166.375,56.4042,-98.9745098039216
-166.375,56.5423,-91.3666666666667
-166.375,56.6799,-80
-166.375,56.817,-74.6895833333333
-166.375,56.9535,-72.7235294117647
-166.375,57.0896,-73.9583333333333
-166.375,57.2252,-77.71875
-166.375,57.3603,-64.2708333333333
-166.375,57.4949,-67.73125
-166.375,57.629,-61.8958333333333
-166.375,57.7626,-62.6979166666667
-166.375,57.8957,-69.8583333333333
-166.375,58.0283,-56.2791666666667
-166.375,58.1604,-52.0708333333333
-166.375,58.2921,-63.3458333333333
-166.375,58.4232,-48.2604166666667
-166.375,58.5539,-51.2177777777778
-166.375,58.6841,-83.56875
-166.375,58.8138,-84.9311111111111
-166.375,58.943,-75.6125
-166.375,59.0717,-56.08
-166.375,59.2,-31.79375
-166.375,59.3277,-27.6555555555556
-166.375,59.455,-28.9377777777778
-166.375,59.5819,-25.7422222222222
-166.375,59.7082,-25.3791666666667
-166.375,59.8341,-25.8478260869565
-166.375,60.4563,-21.0288888888889
-166.375,60.5793,-19.2511111111111
-166.375,60.7019,-23.8777777777778
-166.375,60.824,-24.1547619047619
-166.375,60.9456,-15.2422222222222
-166.375,61.0668,-16.1833333333333
-166.375,61.1875,-15.6711111111111
-166.375,61.3078,-6.82142857142857
-166.375,61.4276,-8.05476190476191
-166.375,61.5469,-12.1577777777778
-166.375,61.6658,-10.3809523809524
-166.375,61.7842,-9.05952380952381
-166.375,61.9022,-10.9857142857143
-166.375,62.0197,-9.12142857142857
-166.375,62.1368,-10.3261904761905
-166.375,62.2534,-15.3071428571429
-166.375,62.3696,-21.0119047619048
-166.375,62.4853,-16.0261904761905
-166.375,62.6006,-18.8047619047619
-166.375,62.7154,-21.5071428571429
-166.375,62.8298,-21.9076923076923
-166.375,62.9437,-21.5785714285714
-166.375,63.0572,-22.2690476190476
-166.375,63.1703,-22.8307692307692
-166.375,63.2829,-22.7952380952381
-166.375,63.395,-21.9820512820513
-166.375,63.5068,-21.9282051282051
-166.375,63.6181,-24.2690476190476
-166.375,63.729,-26.4666666666667
-166.375,63.8394,-28.7307692307692
-166.375,63.9494,-27.6428571428571
-166.375,64.059,-29.0794871794872
-166.375,64.1681,-28.774358974359
-166.375,64.2769,-29.1051282051282
-166.375,64.3851,-30.3538461538462
-166.375,64.493,-24.1179487179487
-166.375,64.6005,-15.168458781362
-166.375,64.7075,-7.02898550724638
-166.375,64.8141,-2.65
-166.375,64.9203,-1.62857142857143
-166.125,53.3869,-254.253846153846
-166.125,53.5357,-117.740740740741
-166.125,53.684,-81.8859470468432
-166.125,53.8318,-119.300791556728
-166.125,54.1259,-83.9185393258427
-166.125,54.2721,-223.664670658683
-166.125,54.5631,-378.176470588235
-166.125,54.7077,-271.224074074074
-166.125,54.8519,-155.423529411765
-166.125,54.9956,-140.635294117647
-166.125,55.1387,-133.007843137255
-166.125,55.2814,-127.929411764706
-166.125,55.4235,-124.054901960784
-166.125,55.5651,-122.2
-166.125,55.7063,-118.882352941176
-166.125,55.8469,-120.929411764706
-166.125,55.987,-117.480392156863
-166.125,56.1266,-107.701960784314
-166.125,56.2656,-96.8895833333333
-166.125,56.4042,-90.9725490196078
-166.125,56.5423,-83.2229166666667
-166.125,56.6799,-77.121568627451
-166.125,56.817,-73.35
-166.125,56.9535,-70.6137254901961
-166.125,57.0896,-76.5895833333333
-166.125,57.2252,-86.4104166666667
-166.125,57.3603,-68.0083333333333
-166.125,57.4949,-67.48125
-166.125,57.629,-63.5125
-166.125,57.7626,-59.5916666666667
-166.125,57.8957,-76.5958333333333
-166.125,58.0283,-61.9020833333333
-166.125,58.1604,-64.2625
-166.125,58.2921,-72.2333333333333
-166.125,58.4232,-56.2020833333333
-166.125,58.5539,-51.8822222222222
-166.125,58.6841,-68.6229166666667
-166.125,58.8138,-73.5977777777778
-166.125,58.943,-69.8729166666667
-166.125,59.0717,-43.4755555555556
-166.125,59.2,-27.1270833333333
-166.125,59.3277,-28.5444444444444
-166.125,59.455,-29.0711111111111
-166.125,59.5819,-26.6666666666667
-166.125,59.7082,-24.1269841269841
-166.125,59.8341,-21.0344827586207
-166.125,60.3328,-13.4897959183673
-166.125,60.4563,-15.4285714285714
-166.125,60.5793,-16.86
-166.125,60.7019,-18.2244444444444
-166.125,60.824,-17.3380952380952
-166.125,60.9456,-12.1066666666667
-166.125,61.0668,-10.1452380952381
-166.125,61.1875,-6.71777777777778
-166.125,61.3078,-4.62619047619048
-166.125,61.4276,-7.33333333333333
-166.125,61.5469,-18.9561403508772
-166.125,61.6658,-18.8675078864353
-166.125,61.7842,-4.5474006116208
-166.125,61.9022,-8.73205741626794
-166.125,62.0197,-10.0240384615385
-166.125,62.1368,-9.05238095238095
-166.125,62.2534,-7.77619047619048
-166.125,62.3696,-10.6595238095238
-166.125,62.4853,-15.5452380952381
-166.125,62.6006,-17.2428571428571
-166.125,62.7154,-17.4904761904762
-166.125,62.8298,-18.3102564102564
-166.125,62.9437,-19.502380952381
-166.125,63.0572,-19.8404761904762
-166.125,63.1703,-21.5846153846154
-166.125,63.2829,-23.152380952381
-166.125,63.395,-23.6846153846154
-166.125,63.5068,-24.0717948717949
-166.125,63.6181,-21.947619047619
-166.125,63.729,-24.2102564102564
-166.125,63.8394,-23.3512820512821
-166.125,63.9494,-23.7428571428571
-166.125,64.059,-26.3512820512821
-166.125,64.1681,-25.7461538461538
-166.125,64.2769,-25.4666666666667
-166.125,64.3851,-25.3538461538462
-166.125,64.493,-15.7300275482094
-166.125,64.6005,-6.1044776119403
-165.875,53.3869,-315.752
-165.875,53.5357,-149.069288389513
-165.875,53.684,-102.425925925926
-165.875,53.8318,-97.2981481481481
-165.875,53.9791,-81.214
-165.875,54.2721,-116.738532110092
-165.875,54.4178,-287.545977011494
-165.875,54.5631,-386.327272727273
-165.875,54.7077,-277.948148148148
-165.875,54.8519,-152.121568627451
-165.875,54.9956,-133.227450980392
-165.875,55.1387,-126.521568627451
-165.875,55.2814,-123.841176470588
-165.875,55.4235,-119.109803921569
-165.875,55.5651,-118.9
-165.875,55.7063,-119.894117647059
-165.875,55.8469,-116.701960784314
-165.875,55.987,-109.807843137255
-165.875,56.1266,-100.413725490196
-165.875,56.2656,-92.6520833333333
-165.875,56.4042,-89.4019607843137
-165.875,56.5423,-80.8958333333333
-165.875,56.6799,-76.7509803921569
-165.875,56.817,-73.8166666666667
-165.875,56.9535,-70.1078431372549
-165.875,57.0896,-72.8833333333333
-165.875,57.2252,-75.6333333333333
-165.875,57.3603,-70.45625
-165.875,57.4949,-67.9625
-165.875,57.629,-50.9395833333333
-165.875,57.7626,-62.7229166666667
-165.875,57.8957,-64.8166666666667
-165.875,58.0283,-54.4333333333333
-165.875,58.1604,-68.51875
-165.875,58.2921,-48.8645833333333
-165.875,58.4232,-48.7791666666667
-165.875,58.5539,-45.62
-165.875,58.6841,-56.1875
-165.875,58.8138,-64.2711111111111
-165.875,58.943,-52.0041666666667
-165.875,59.0717,-39.1933333333333
-165.875,59.2,-23.9333333333333
-165.875,59.3277,-32.4955555555556
-165.875,59.455,-25.22
-165.875,59.5819,-25.1
-165.875,59.7082,-23.6270833333333
-165.875,59.8341,-20.7746113989637
-165.875,60.3328,-15.6830357142857
-165.875,60.4563,-16.1977777777778
-165.875,60.5793,-19.04
-165.875,60.7019,-13.5133333333333
-165.875,60.824,-13.1928571428571
-165.875,60.9456,-13.6622222222222
-165.875,61.0668,-9.95238095238095
-165.875,61.1875,-7.78666666666667
-165.875,61.3078,-5.74183006535948
-165.875,61.4276,-14.168776371308
-165.875,61.5469,-24.7446808510638
-165.875,61.6658,-23.0940170940171
-165.875,61.7842,-2.16666666666667
-165.875,61.9022,-14.2481389578164
-165.875,62.0197,-22.6475195822454
-165.875,62.1368,-14.9261904761905
-165.875,62.2534,-11.002380952381
-165.875,62.3696,-8.89285714285714
-165.875,62.4853,-9.9
-165.875,62.6006,-14.4285714285714
-165.875,62.7154,-17.0357142857143
-165.875,62.8298,-17.8179487179487
-165.875,62.9437,-19.947619047619
-165.875,63.0572,-19.7071428571429
-165.875,63.1703,-21.2538461538462
-165.875,63.2829,-23.047619047619
-165.875,63.395,-23.1128205128205
-165.875,63.5068,-23.925641025641
-165.875,63.6181,-24.4809523809524
-165.875,63.729,-24.6538461538462
-165.875,63.8394,-22.0512820512821
-165.875,63.9494,-19.9
-165.875,64.059,-23.2589743589744
-165.875,64.1681,-22.4538461538462
-165.875,64.2769,-21.1435897435897
-165.875,64.3851,-20.574358974359
-165.875,64.493,-17.774011299435
-165.625,53.5357,-192.15234375
-165.625,53.684,-98.4833333333333
-165.625,53.8318,-82.8296296296296
-165.625,53.9791,-81.179381443299
-165.625,54.1259,-59.6666666666667
-165.625,54.2721,-68.5487804878049
-165.625,54.4178,-150.481481481481
-165.625,54.5631,-264.166666666667
-165.625,54.7077,-262.637037037037
-165.625,54.8519,-150.782352941176
-165.625,54.9956,-125.503921568627
-165.625,55.1387,-121.152941176471
-165.625,55.2814,-118.43137254902
-165.625,55.4235,-116.945098039216
-165.625,55.5651,-114.864705882353
-165.625,55.7063,-113.439215686275
-165.625,55.8469,-109.439215686275
-165.625,55.987,-101.703921568627
-165.625,56.1266,-93.9549019607843
-165.625,56.2656,-90.5333333333333
-165.625,56.4042,-85.2450980392157
-165.625,56.5423,-79.4395833333333
-165.625,56.6799,-75.178431372549
-165.625,56.817,-74.4291666666667
-165.625,56.9535,-71.3882352941176
-165.625,57.0896,-70.4708333333333
-165.625,57.2252,-54.7895833333333
-165.625,57.3603,-66.6541666666667
-165.625,57.4949,-66.6479166666667
-165.625,57.629,-65.1208333333333
-165.625,57.7626,-52.7041666666667
-165.625,57.8957,-40.6416666666667
-165.625,58.0283,-48.4354166666667
-165.625,58.1604,-48.56875
-165.625,58.2921,-45.2229166666667
-165.625,58.4232,-58.05
-165.625,58.5539,-57.6377777777778
-165.625,58.6841,-56.0291666666667
-165.625,58.8138,-33.9444444444444
-165.625,58.943,-35.9125
-165.625,59.0717,-27.1177777777778
-165.625,59.2,-16.5770833333333
-165.625,59.3277,-23.0044444444444
-165.625,59.455,-23.1333333333333
-165.625,59.5819,-21.7088888888889
-165.625,59.7082,-20.9104166666667
-165.625,59.8341,-16.9551569506726
-165.625,59.9594,-13.3833333333333
-165.625,60.0844,-20.4197530864198
-165.625,60.2088,-20.0674486803519
-165.625,60.3328,-18.9515738498789
-165.625,60.4563,-19.1555555555556
-165.625,60.5793,-18.2111111111111
-165.625,60.7019,-18.2711111111111
-165.625,60.824,-17.4214285714286
-165.625,60.9456,-23.58
-165.625,61.0668,-17.1864864864865
-165.625,61.1875,-12.0401785714286
-165.625,61.3078,-10.5
-165.625,62.1368,-18.7795275590551
-165.625,62.2534,-15.2917771883289
-165.625,62.3696,-7.78095238095238
-165.625,62.4853,-8.21190476190476
-165.625,62.6006,-9.3547619047619
-165.625,62.7154,-13.7880952380952
-165.625,62.8298,-16.0025641025641
-165.625,62.9437,-16.502380952381
-165.625,63.0572,-17.2047619047619
-165.625,63.1703,-19.1666666666667
-165.625,63.2829,-21.1119047619048
-165.625,63.395,-21.1179487179487
-165.625,63.5068,-21.6461538461538
-165.625,63.6181,-20.5547619047619
-165.625,63.729,-20.8051282051282
-165.625,63.8394,-18.7410256410256
-165.625,63.9494,-17.7761904761905
-165.625,64.059,-20.6410256410256
-165.625,64.1681,-20.2589743589744
-165.625,64.2769,-19.7897435897436
-165.625,64.3851,-20.6128205128205
-165.625,64.493,-17.96138996139
-165.375,53.5357,-341.481481481481
-165.375,53.684,-201.818181818182
-165.375,53.8318,-101.874074074074
-165.375,53.9791,-78.756
-165.375,54.1259,-61.238578680203
-165.375,54.2721,-103.811320754717
-165.375,54.4178,-136.266666666667
-165.375,54.5631,-108.845098039216
-165.375,54.7077,-172.372222222222
-165.375,54.8519,-139.545098039216
-165.375,54.9956,-117.082352941176
-165.375,55.1387,-114.649019607843
-165.375,55.2814,-114.441176470588
-165.375,55.4235,-112.217647058824
-165.375,55.5651,-111.835294117647
-165.375,55.7063,-109.094117647059
-165.375,55.8469,-103.160784313725
-165.375,55.987,-97.7254901960784
-165.375,56.1266,-93.1725490196078
-165.375,56.2656,-87.44375
-165.375,56.4042,-84.5372549019608
-165.375,56.5423,-79.5416666666667
-165.375,56.6799,-73.8901960784314
-165.375,56.817,-71.7375
-165.375,56.9535,-71.7372549019608
-165.375,57.0896,-64.5354166666667
-165.375,57.2252,-35.9958333333333
-165.375,57.3603,-50.7833333333333
-165.375,57.4949,-64.2666666666667
-165.375,57.629,-65.2041666666667
-165.375,57.7626,-71.1895833333333
-165.375,57.8957,-66.3708333333333
-165.375,58.0283,-73.7541666666667
-165.375,58.1604,-59.1375
-165.375,58.2921,-59.2458333333333
-165.375,58.4232,-57.5791666666667
-165.375,58.5539,-58.9022222222222
-165.375,58.6841,-37.6729166666667
-165.375,58.8138,-23.4711111111111
-165.375,58.943,-19.125
-165.375,59.0717,-22.7733333333333
-165.375,59.2,-19.2729166666667
-165.375,59.3277,-32.4133333333333
-165.375,59.455,-22.2111111111111
-165.375,59.5819,-20.9244444444444
-165.375,59.7082,-20.1291666666667
-165.375,59.8341,-18.6555555555556
-165.375,59.9594,-20.1688888888889
-165.375,60.0844,-21.0444444444444
-165.375,60.2088,-23.852380952381
-165.375,60.3328,-21.8533333333333
-165.375,60.4563,-22.9461358313817
-165.375,60.5793,-35.1889250814332
-165.375,60.7019,-46.42
-165.375,60.824,-35.5
-165.375,60.9456,-23.1511111111111
-165.375,61.0668,-15.4934210526316
-165.375,61.1875,-15.1428571428571
-165.375,62.2534,-13.7142857142857
-165.375,62.3696,-5.05263157894737
-165.375,62.4853,-3.03365384615385
-165.375,62.6006,-3.45
-165.375,62.7154,-6.84523809523809
-165.375,62.8298,-10.9025641025641
-165.375,62.9437,-12.2785714285714
-165.375,63.0572,-14.097619047619
-165.375,63.1703,-15.4282051282051
-165.375,63.2829,-17.3452380952381
-165.375,63.395,-17.6871794871795
-165.375,63.5068,-17.7794871794872
-165.375,63.6181,-17.6047619047619
-165.375,63.729,-16.9871794871795
-165.375,63.8394,-16.6666666666667
-165.375,63.9494,-16.3095238095238
-165.375,64.059,-19.8179487179487
-165.375,64.1681,-19.8102564102564
-165.375,64.2769,-19.0410256410256
-165.375,64.3851,-21.474358974359
-165.375,64.493,-15.1084337349398
-165.125,53.684,-285.869158878505
-165.125,53.8318,-125.138888888889
-165.125,53.9791,-78.8313725490196
-165.125,54.1259,-53.7184986595174
-165.125,54.2721,-108.141176470588
-165.125,54.4178,-127.72037037037
-165.125,54.5631,-85.8823529411765
-165.125,54.7077,-87.7259259259259
-165.125,54.8519,-104.729411764706
-165.125,54.9956,-106.849019607843
-165.125,55.1387,-110.741176470588
-165.125,55.2814,-109.037254901961
-165.125,55.4235,-108.245098039216
-165.125,55.5651,-107.937254901961
-165.125,55.7063,-103.227450980392
-165.125,55.8469,-96.6960784313726
-165.125,55.987,-94.978431372549
-165.125,56.1266,-93.1627450980392
-165.125,56.2656,-90.2208333333333
-165.125,56.4042,-82.5803921568627
-165.125,56.5423,-76.9708333333333
-165.125,56.6799,-74.3843137254902
-165.125,56.817,-71.825
-165.125,56.9535,-67.9019607843137
-165.125,57.0896,-66.4770833333333
-165.125,57.2252,-58.8166666666667
-165.125,57.3603,-73.3583333333333
-165.125,57.4949,-65.875
-165.125,57.629,-72.8354166666667
-165.125,57.7626,-72.14375
-165.125,57.8957,-60.10625
-165.125,58.0283,-58.84375
-165.125,58.1604,-58.7166666666667
-165.125,58.2921,-58.5166666666667
-165.125,58.4232,-52.3270833333333
-165.125,58.5539,-51.3577777777778
-165.125,58.6841,-45.9104166666667
-165.125,58.8138,-40.7422222222222
-165.125,58.943,-28.7541666666667
-165.125,59.0717,-22.4888888888889
-165.125,59.2,-19.275
-165.125,59.3277,-20.5111111111111
-165.125,59.455,-24.8155555555556
-165.125,59.5819,-20.2755555555556
-165.125,59.7082,-17.3833333333333
-165.125,59.8341,-16.0422222222222
-165.125,59.9594,-15.2933333333333
-165.125,60.0844,-19.38
-165.125,60.2088,-20.7047619047619
-165.125,60.3328,-29.4400921658986
-165.125,60.4563,-29.0193548387097
-165.125,60.7019,-64.7044198895028
-165.125,60.824,-41.1801566579634
-165.125,60.9456,-23.085308056872
-165.125,61.0668,-18.8920863309353
-165.125,61.1875,-12.3061224489796
-165.125,62.4853,-5.44354838709677
-165.125,62.6006,-5.06142506142506
-165.125,62.7154,-3.9047619047619
-165.125,62.8298,-8.66666666666667
-165.125,62.9437,-5.03809523809524
-165.125,63.0572,-5.44761904761905
-165.125,63.1703,-8.3025641025641
-165.125,63.2829,-8.66190476190476
-165.125,63.395,-7.70512820512821
-165.125,63.5068,-9.93846153846154
-165.125,63.6181,-14.5619047619048
-165.125,63.729,-15.6794871794872
-165.125,63.8394,-15.125641025641
-165.125,63.9494,-16.1595238095238
-165.125,64.059,-18.9692307692308
-165.125,64.1681,-19.0538461538462
-165.125,64.2769,-19.2384615384615
-165.125,64.3851,-20.5826771653543
-164.875,53.684,-257.076036866359
-164.875,53.8318,-111.407407407407
-164.875,53.9791,-86.3901960784314
-164.875,54.1259,-61.5506607929515
-164.875,54.2721,-64.2229166666667
-164.875,54.4178,-56.3733681462141
-164.875,54.5631,-44.2484076433121
-164.875,54.7077,-58.0979284369115
-164.875,54.8519,-73.9352941176471
-164.875,54.9956,-87.1960784313726
-164.875,55.1387,-104.650980392157
-164.875,55.2814,-106.172549019608
-164.875,55.4235,-103.411764705882
-164.875,55.5651,-102.503921568627
-164.875,55.7063,-98.3549019607843
-164.875,55.8469,-93.4392156862745
-164.875,55.987,-93.0882352941177
-164.875,56.1266,-90.8450980392157
-164.875,56.2656,-88.74375
-164.875,56.4042,-82.7705882352941
-164.875,56.5423,-76.7520833333333
-164.875,56.6799,-74.8627450980392
-164.875,56.817,-71.1583333333333
-164.875,56.9535,-68.3490196078431
-164.875,57.0896,-69.6416666666667
-164.875,57.2252,-67.6708333333333
-164.875,57.3603,-63
-164.875,57.4949,-51.2895833333333
-164.875,57.629,-51.4145833333333
-164.875,57.7626,-51.5833333333333
-164.875,57.8957,-46.7083333333333
-164.875,58.0283,-43.475
-164.875,58.1604,-53.1979166666667
-164.875,58.2921,-49.7458333333333
-164.875,58.4232,-45.45
-164.875,58.5539,-46.3133333333333
-164.875,58.6841,-34.7208333333333
-164.875,58.8138,-40.7688888888889
-164.875,58.943,-29.6541666666667
-164.875,59.0717,-21.6177777777778
-164.875,59.2,-19.21875
-164.875,59.3277,-26.2333333333333
-164.875,59.455,-32.5933333333333
-164.875,59.5819,-22.1422222222222
-164.875,59.7082,-15.9229166666667
-164.875,59.8341,-9.68666666666667
-164.875,59.9594,-10
-164.875,60.0844,-14.1044444444444
-164.875,60.2088,-21.647619047619
-164.875,60.3328,-26.7765363128492
-164.875,60.824,-17.525
-164.875,60.9456,-21.6141732283465
-164.875,61.0668,-15.3271028037383
-164.875,62.4853,-9.32258064516129
-164.875,62.6006,-5.67464114832536
-164.875,62.7154,-8.71836734693878
-164.875,62.8298,-19.1645569620253
-164.875,62.9437,-11.5774647887324
-164.875,63.0572,-3.13095238095238
-164.875,63.1703,-4.39230769230769
-164.875,63.2829,-4.52142857142857
-164.875,63.395,-5.63333333333333
-164.875,63.5068,-7.1025641025641
-164.875,63.6181,-9.96666666666667
-164.875,63.729,-15.2153846153846
-164.875,63.8394,-14.7871794871795
-164.875,63.9494,-15.6190476190476
-164.875,64.059,-19.2333333333333
-164.875,64.1681,-19.1307692307692
-164.875,64.2769,-19
-164.875,64.3851,-19.359375
-164.875,64.493,-3.87179487179487
-164.625,53.684,-204.985673352436
-164.625,53.8318,-101.22037037037
-164.625,53.9791,-100.070588235294
-164.625,54.1259,-82.937037037037
-164.625,54.2721,-89.1764705882353
-164.625,54.4178,-61.37
-164.625,54.7077,-30.3018867924528
-164.625,54.8519,-47.3795811518325
-164.625,54.9956,-61.0607843137255
-164.625,55.1387,-87.1823529411765
-164.625,55.2814,-101.039215686275
-164.625,55.4235,-100.235294117647
-164.625,55.5651,-99.6294117647059
-164.625,55.7063,-95.6372549019608
-164.625,55.8469,-93.1137254901961
-164.625,55.987,-91.7176470588235
-164.625,56.1266,-88.5411764705882
-164.625,56.2656,-86.6979166666667
-164.625,56.4042,-81.6
-164.625,56.5423,-76.1875
-164.625,56.6799,-72.356862745098
-164.625,56.817,-71.9666666666667
-164.625,56.9535,-69.243137254902
-164.625,57.0896,-70.3375
-164.625,57.2252,-66.51875
-164.625,57.3603,-65.54375
-164.625,57.4949,-48.56875
-164.625,57.629,-35.91875
-164.625,57.7626,-39.60625
-164.625,57.8957,-45.6291666666667
-164.625,58.0283,-36.8604166666667
-164.625,58.1604,-50.325
-164.625,58.2921,-48.3583333333333
-164.625,58.4232,-35.8875
-164.625,58.5539,-36.6
-164.625,58.6841,-26.36875
-164.625,58.8138,-30.4288888888889
-164.625,58.943,-25.3020833333333
-164.625,59.0717,-21.8466666666667
-164.625,59.2,-21.875
-164.625,59.3277,-25.8977777777778
-164.625,59.455,-31.8111111111111
-164.625,59.5819,-23.4977777777778
-164.625,59.7082,-13.3958333333333
-164.625,59.8341,-10.3466666666667
-164.625,59.9594,-15.4644444444444
-164.625,60.0844,-10.5844444444444
-164.625,60.2088,-16.9649681528662
-164.625,60.3328,-16.7118644067797
-164.625,63.0572,-6.9017094017094
-164.625,63.1703,-10.7761627906977
-164.625,63.2829,-8.54285714285714
-164.625,63.395,-6.7974358974359
-164.625,63.5068,-8.18205128205128
-164.625,63.6181,-10.1857142857143
-164.625,63.729,-13.7
-164.625,63.8394,-16.8179487179487
-164.625,63.9494,-17.6880952380952
-164.625,64.059,-19.9666666666667
-164.625,64.1681,-19.7410256410256
-164.625,64.2769,-18.5923076923077
-164.625,64.3851,-19.8179487179487
-164.625,64.493,-17.7566371681416
-164.375,53.684,-202.310526315789
-164.375,53.8318,-97.05
-164.375,53.9791,-99.9549019607843
-164.375,54.1259,-82.787037037037
-164.375,54.2721,-92.5627450980392
-164.375,54.4178,-81.549504950495
-164.375,54.8519,-9.07692307692308
-164.375,54.9956,-37.7559523809524
-164.375,55.1387,-66.421568627451
-164.375,55.2814,-93.1725490196078
-164.375,55.4235,-97.7647058823529
-164.375,55.5651,-95.2627450980392
-164.375,55.7063,-93.721568627451
-164.375,55.8469,-93.0254901960784
-164.375,55.987,-91.1333333333333
-164.375,56.1266,-86.6411764705882
-164.375,56.2656,-85.4291666666667
-164.375,56.4042,-81.6803921568628
-164.375,56.5423,-76.55625
-164.375,56.6799,-72.7313725490196
-164.375,56.817,-70.4125
-164.375,56.9535,-68.1607843137255
-164.375,57.0896,-66.3958333333333
-164.375,57.2252,-73.3708333333333
-164.375,57.3603,-69.4895833333333
-164.375,57.4949,-65.7958333333333
-164.375,57.629,-30.7916666666667
-164.375,57.7626,-49.7541666666667
-164.375,57.8957,-30.4020833333333
-164.375,58.0283,-31.4104166666667
-164.375,58.1604,-49.8291666666667
-164.375,58.2921,-48.18125
-164.375,58.4232,-45.5791666666667
-164.375,58.5539,-29.8066666666667
-164.375,58.6841,-25.675
-164.375,58.8138,-26
-164.375,58.943,-24.7354166666667
-164.375,59.0717,-23.1733333333333
-164.375,59.2,-18.3791666666667
-164.375,59.3277,-24.5777777777778
-164.375,59.455,-31.1377777777778
-164.375,59.5819,-19.7288888888889
-164.375,59.7082,-11.1604166666667
-164.375,59.8341,-8.83826879271071
-164.375,59.9594,-9.02460850111857
-164.375,60.0844,-8.50442477876106
-164.375,60.2088,-7.8
-164.375,63.1703,-11.6315789473684
-164.375,63.2829,-13.0845771144279
-164.375,63.395,-9.11025641025641
-164.375,63.5068,-7.43846153846154
-164.375,63.6181,-9.99761904761905
-164.375,63.729,-11.9128205128205
-164.375,63.8394,-17.0666666666667
-164.375,63.9494,-17.65
-164.375,64.059,-20.0717948717949
-164.375,64.1681,-19.974358974359
-164.375,64.2769,-18.8717948717949
-164.375,64.3851,-18.1435897435897
-164.375,64.493,-18.9365079365079
-164.375,64.6005,-2.76923076923077
-164.125,53.684,-279.75
-164.125,53.8318,-100.431775700935
-164.125,53.9791,-74.8313725490196
-164.125,54.1259,-70.1611111111111
-164.125,54.2721,-82.6960784313726
-164.125,54.4178,-105.125925925926
-164.125,54.5631,-63.744630071599
-164.125,54.9956,-23.1904761904762
-164.125,55.1387,-45.556862745098
-164.125,55.2814,-73.8627450980392
-164.125,55.4235,-92.4882352941176
-164.125,55.5651,-93.1352941176471
-164.125,55.7063,-92.4627450980392
-164.125,55.8469,-90.6862745098039
-164.125,55.987,-87.2333333333333
-164.125,56.1266,-86.4235294117647
-164.125,56.2656,-85.5395833333333
-164.125,56.4042,-78.2392156862745
-164.125,56.5423,-77.4229166666667
-164.125,56.6799,-72.2980392156863
-164.125,56.817,-72.0729166666667
-164.125,56.9535,-67.1333333333333
-164.125,57.0896,-54.10625
-164.125,57.2252,-49.7895833333333
-164.125,57.3603,-54.80625
-164.125,57.4949,-43.09375
-164.125,57.629,-40.5604166666667
-164.125,57.7626,-23.525
-164.125,57.8957,-25.39375
-164.125,58.0283,-30.9729166666667
-164.125,58.1604,-46.2333333333333
-164.125,58.2921,-49.5729166666667
-164.125,58.4232,-42.875
-164.125,58.5539,-29.5977777777778
-164.125,58.6841,-21.5
-164.125,58.8138,-30.8
-164.125,58.943,-27.80625
-164.125,59.0717,-21.3
-164.125,59.2,-19.7083333333333
-164.125,59.3277,-20.9777777777778
-164.125,59.455,-21.5511111111111
-164.125,59.5819,-17.0333333333333
-164.125,59.7082,-11.5156576200418
-164.125,59.8341,-5.44776119402985
-164.125,59.9594,-3.71774193548387
-164.125,63.2829,-14.2066666666667
-164.125,63.395,-8.27692307692308
-164.125,63.5068,-7.31794871794872
-164.125,63.6181,-10.652380952381
-164.125,63.729,-13.4717948717949
-164.125,63.8394,-17.1205128205128
-164.125,63.9494,-17.2142857142857
-164.125,64.059,-20.0538461538462
-164.125,64.1681,-20.0153846153846
-164.125,64.2769,-19.2769230769231
-164.125,64.3851,-18.9358974358974
-164.125,64.493,-18.8785529715762
-164.125,64.6005,-6.72727272727273
