"decade","sppocean","ntot","npres","thresh","dev.pres","tss","acc","sens","spec","kappa","auc","tssmax","accmax","kappamax","rpb","thresh.gr","dev.pres.gr","tss.gr","acc.gr","sens.gr","spec.gr","kappa.gr","auc.gr","tssmax.gr","accmax.gr","kappamax.gr","rpb.gr"
1960,"cynoscion regalis_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,"cynoscion regalis_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,"cynoscion regalis_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,"cynoscion regalis_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"cynoscion regalis_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"cynoscion regalis_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,"dasyatis americana_Atl",2091,12,0.00579399,0.559361299330833,0.0416666666666667,0.868005738880918,1,0.867243867243867,0.0697498984506469,0.992664742664743,0.495208433157643,0.994261119081779,0.496698989065401,0.486615173408557,0.00555182,0.559361299330833,0.0389105058365759,0.86353591160221,1,0.862777777777778,0.0649614121682396,0.990611111111111,0.495570321151717,0.994475138121547,0.412882298424469,0.432027462981204
1970,"dasyatis americana_Atl",7958,45,0.00579399,0.559361299330833,0.017204689277735,0.726313144006032,0.888888888888889,0.725388601036269,0.0246184663877766,0.846907339539717,0.0901108269394714,0.994345312892687,0.138739262456786,0.177528821234279,0.00555182,0.559361299330833,0.0154926642744439,0.698217239478037,0.848484848484849,0.697300295857988,0.0213394168515735,0.8077427380312,0.0884249966546233,0.993934938430436,0.141976269751916,0.170783804909929
1980,"dasyatis americana_Atl",7268,18,0.00579399,0.559361299330833,0.00603012313104661,0.627958172812328,0.944444444444444,0.627172413793103,0.00753424021092164,0.888965517241379,0.0289006357103372,0.997523390203632,0.0484211203857313,0.122694758285683,0.00555182,0.559361299330833,0.00116194189196948,0.595373376623377,0.75,0.595247766043867,0.00138210932647372,0.732407595450853,0.0660560417938802,0.999188311688312,0.104114979895636,0.0632000146213033
1990,"dasyatis americana_Atl",6435,10,0.00579399,0.559361299330833,0.00353325444591256,0.631235431235431,0.9,0.630817120622568,0.00444698996933517,0.797743190661479,0.0385959438377535,0.998445998445998,0.0550450550673067,0.0610046315084593,0.00555182,0.559361299330833,0.000171595224710811,0.588276836158192,0.5,0.588318417333961,0.000201850240040274,0.429109750353274,0.00132135353175394,0.999529190207156,0.00224820278849155,0.000372206746814131
2000,"dasyatis americana_Atl",6580,79,0.00579399,0.559361299330833,0.0308175607567548,0.630091185410334,0.987341772151899,0.625749884633133,0.0378326537286858,0.939945947945691,0.19633344773584,0.987993920972644,0.289230657106566,0.280642134387748,0.00555182,0.559361299330833,0.0144539614561028,0.584986474301172,1,0.582444998865956,0.0166967115646449,0.931873356686239,0.144703831270995,0.993913435527502,0.221483927019986,0.219674925535404
2010,"dasyatis americana_Atl",3867,9,0.00579399,0.559361299330833,0.00434929256904198,0.649599172485131,0.777777777777778,0.649300155520995,0.00562829885435713,0.737529520188929,0.0979258491055224,0.99767261442979,0.103065777086477,0.0655989816382309,0.00555182,0.559361299330833,0.00236964804759754,0.606574394463668,0.666666666666667,0.606449375866852,0.00286825624464787,0.685968562182154,0.141122838313265,0.997923875432526,0.164063403910687,0.0813925241908801
1960,"dasyatis centroura_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,"dasyatis centroura_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,"dasyatis centroura_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,"dasyatis centroura_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"dasyatis centroura_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"dasyatis centroura_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,"dasyatis sabina_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,"dasyatis sabina_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,"dasyatis sabina_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,"dasyatis sabina_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"dasyatis sabina_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"dasyatis sabina_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,"dasyatis say_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,"dasyatis say_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,"dasyatis say_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,"dasyatis say_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"dasyatis say_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"dasyatis say_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,"decapterus macarellus_Atl",2091,30,0.01440163,0.527020258105344,0.0970873786407767,0.866571018651363,1,0.864628820960699,0.154887159228694,0.97573993207181,0.990389235944258,0.990435198469632,0.507354178587058,0.577712437626658,0.01343885,0.527020258105344,0.0830449826989619,0.853591160220994,1,0.851623740201568,0.132103398485139,0.978910041060097,0.992222222222222,0.992265193370166,0.584998362266622,0.605787911756154
1970,"decapterus macarellus_Atl",7958,22,0.01440163,0.527020258105344,0.00794973372395061,0.720281477758231,0.863636363636364,0.719884072580645,0.0113714141057412,0.838136913489736,0.0115228100235596,0.997235486303091,0.0190951117578684,0.0301609948698829,0.01343885,0.527020258105344,0.00398860398860399,0.678735526557618,1,0.678321678321678,0.00539651253357903,0.842999106157001,0.00571617059257247,0.998713471788274,0.0106426919098431,0.0278660866726896
1980,"decapterus macarellus_Atl",7268,81,0.01440163,0.527020258105344,0.0289079229122056,0.625619152449092,1,0.621399749547795,0.035292774730582,0.836057731122895,0.0375548656872589,0.988855255916346,0.0546735184263599,0.125470425977206,0.01343885,0.527020258105344,0.0115384615384615,0.582792207792208,1,0.580750407830343,0.0133127243717591,0.862229812398042,0.0506750560783263,0.99512987012987,0.0756988232120535,0.103788272566995
1990,"decapterus macarellus_Atl",6435,169,0.01440163,0.527020258105344,0.0683438658797723,0.661538461538462,0.964497041420118,0.653367379508458,0.0853940972369501,0.87642522715812,0.174000180147721,0.973737373737374,0.186751311948703,0.250219599064989,0.01343885,0.527020258105344,0.0327718659659158,0.604284369114878,0.951612903225806,0.599139990444338,0.0384926732558083,0.885285822172218,0.199072576296776,0.985404896421846,0.252359974826934,0.22858410295307
2000,"decapterus macarellus_Atl",6580,78,0.01440163,0.527020258105344,0.0299590019839775,0.631914893617021,0.974358974358974,0.627806828668102,0.0369108551698061,0.840080764104142,0.0444025525366264,0.988145896656535,0.06869457544205,0.139639899611489,0.01343885,0.527020258105344,0.0101549973276323,0.582506762849414,1,0.58071088974417,0.0117250908282535,0.874229948881713,0.026506160280321,0.995716862037872,0.0458653085382698,0.102992696343258
2010,"decapterus macarellus_Atl",3867,2,0.01440163,0.527020258105344,0.00146198830409357,0.646754590121541,1,0.646571798188875,0.00188877539104805,0.964941785252264,0.0135135135135135,0.99948280320662,0.0256722661521601,0.0559997364120415,0.01343885,0.527020258105344,0.00173010380622837,0.600692041522491,1,0.600415512465374,0.00207540643375975,0.976973684210526,0.027027027027027,0.999307958477509,0.051353125683854,0.073833375118224
1960,"decapterus punctatus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,"decapterus punctatus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,"decapterus punctatus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,"decapterus punctatus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"decapterus punctatus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"decapterus punctatus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,"dichelopandalus leptocerus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,"dichelopandalus leptocerus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,"dichelopandalus leptocerus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,"dichelopandalus leptocerus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"dichelopandalus leptocerus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"dichelopandalus leptocerus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,"diplectrum bivittatum_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,"diplectrum bivittatum_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,"diplectrum bivittatum_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,"diplectrum bivittatum_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"diplectrum bivittatum_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"diplectrum bivittatum_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,"diplectrum formosum_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,"diplectrum formosum_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,"diplectrum formosum_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,"diplectrum formosum_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"diplectrum formosum_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"diplectrum formosum_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,"dipturus laevis_Atl",2091,227,0.10835368,0.0829616721337309,0.14290718201245,0.618842659014825,0.762114537444934,0.601394849785408,0.155825117556983,0.716842184870772,0.891866028708134,0.891917742706839,0.188698759052723,0.238040409742369,0.09562917,0.0829616721337309,0.108759780028717,0.553038674033149,0.786127167630058,0.528405620036652,0.108467757156722,0.709044106482675,0.904919845218353,0.904972375690608,0.179011668652649,0.218489558069951
1970,"dipturus laevis_Atl",7958,65,0.10835368,0.0829616721337309,-0.00238009899013015,0.653807489318924,0.276923076923077,0.656911187127835,-0.00310627579164662,0.495478954087848,0.0144658102267324,0.99183211862277,0.0166908025127691,-0.00214777273758566,0.09562917,0.0829616721337309,-0.00253620007322015,0.570667156772652,0.333333333333333,0.572247918593895,-0.00289929357730378,0.496063315859801,0.0120213958157155,0.993383569196839,0.0143968118698606,-0.000397361633421714
1980,"dipturus laevis_Atl",7268,18,0.10835368,0.0829616721337309,0.0045440450055063,0.822647220693451,0.444444444444444,0.823586206896552,0.00741184318372301,0.725233716475096,0.00554924698622438,0.997523390203632,0.00969418629348681,0.0345456202535251,0.09562917,0.0829616721337309,0.00341000780091007,0.784293831168831,0.5,0.784871899145994,0.00532043769619378,0.750081333875559,0.00505827074623552,0.997970779220779,0.00902400946227281,0.0356366077082206
1990,"dipturus laevis_Atl",6435,88,0.10835368,0.0829616721337309,0.015763436741989,0.862937062937063,0.261363636363636,0.871277769024736,0.0254419764279238,0.640529885271495,0.0201389548205533,0.986324786324786,0.031911477758293,0.0500557267637674,0.09562917,0.0829616721337309,0.0156869748332052,0.83168549905838,0.333333333333333,0.838102050548402,0.0249286349925457,0.624604814638196,0.0200766974960523,0.98728813559322,0.0314211677812772,0.0483566689449895
2000,"dipturus laevis_Atl",6580,532,0.10835368,0.0829616721337309,0.0797739500083389,0.811094224924012,0.281954887218045,0.857638888888889,0.0989614019069239,0.68468744405657,0.252597435507577,0.919148936170213,0.111005490135216,0.152601132010999,0.09562917,0.0829616721337309,0.0783318564427839,0.797114517583408,0.337461300309598,0.833211767566253,0.101999650012888,0.670845066499862,0.0925326149218942,0.927186654643823,0.116451233598418,0.142964481801151
2010,"dipturus laevis_Atl",3867,984,0.10835368,0.0829616721337309,0.0378636075209565,0.686061546418412,0.157520325203252,0.866458550121401,0.028164273169229,0.675689280305914,0.266007956908266,0.745539177657099,0.24212681095947,0.198636098371316,0.09562917,0.0829616721337309,0.0825441950789806,0.686505190311419,0.220994475138122,0.842105263157895,0.0702723201540775,0.650102283915663,0.256634649946084,0.749480968858132,0.201905312832703,0.171125359102409
1960,"echeneis naucrates_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,"echeneis naucrates_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,"echeneis naucrates_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,"echeneis naucrates_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"echeneis naucrates_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"echeneis naucrates_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,"enchelyopus cimbrius_Atl",2091,113,0.05413116,0.118073568434474,0.104614190113506,0.721664275466284,0.707964601769911,0.722446916076845,0.136519347679244,0.78224630224505,0.946411483253588,0.946437111429938,0.192607907975997,0.245013798365257,0.04860751,0.118073568434474,0.0925020052645255,0.706077348066298,0.727272727272727,0.704994192799071,0.119759252894158,0.785483317495513,0.951907131011609,0.951933701657459,0.172901802970692,0.230423263388748
1970,"enchelyopus cimbrius_Atl",7958,305,0.05413116,0.118073568434474,0.108956264730292,0.785498869062578,0.740983606557377,0.787272964850385,0.153645938146519,0.822921044570542,0.517814959254134,0.961799447097261,0.219423552946047,0.283183334910844,0.04860751,0.118073568434474,0.0947938001944557,0.76364638853152,0.826589595375723,0.761579347000759,0.132859795979724,0.846418116142398,0.968382352941176,0.968571953684984,0.19914021145328,0.279682037096182
1980,"enchelyopus cimbrius_Atl",7268,330,0.05413116,0.118073568434474,0.157203453734019,0.809025866813429,0.812121212121212,0.808878639377342,0.219896204581771,0.855609423727037,0.954989676531315,0.955145844799119,0.338444220169241,0.378676873494404,0.04860751,0.118073568434474,0.135356074710649,0.780032467532468,0.883838383838384,0.77568710359408,0.187819432180033,0.885645033847994,0.960016237061092,0.960227272727273,0.311146471657018,0.370810299747689
1990,"enchelyopus cimbrius_Atl",6435,347,0.05413116,0.118073568434474,0.179833776060533,0.800777000777001,0.835734870317003,0.798784494086728,0.245265567363429,0.867444389113369,0.946223189306808,0.947163947163947,0.315181073507221,0.378597977167726,0.04860751,0.118073568434474,0.143169276194041,0.759180790960452,0.860576923076923,0.753960396039604,0.192026059213315,0.858831159558264,0.951259712738404,0.951977401129944,0.276842761038697,0.34651324231399
2000,"enchelyopus cimbrius_Atl",6580,421,0.05413116,0.118073568434474,0.207825564338792,0.810182370820669,0.800475059382423,0.810845916544894,0.278367877649479,0.864536728399704,0.436283454987835,0.936018237082067,0.35089116421112,0.383327603394186,0.04860751,0.118073568434474,0.164897085824865,0.769386834986474,0.810606060606061,0.766778523489933,0.218914611266975,0.854743201429443,0.440884476534296,0.9404869251578,0.301067527106296,0.345927866103921
2010,"enchelyopus cimbrius_Atl",3867,625,0.05413116,0.118073568434474,0.442432220524087,0.82725627101112,0.832,0.826341764342998,0.508072044525647,0.869535842072795,0.840985732814527,0.883372123092837,0.566896657781677,0.575477471650468,0.04860751,0.118073568434474,0.437459196195867,0.820415224913495,0.866379310344828,0.811624072547403,0.504377927236992,0.885415186059073,0.84177654406662,0.886851211072664,0.588482939349101,0.597378103876685
1960,"engraulis eurystole_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,"engraulis eurystole_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,"engraulis eurystole_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,"engraulis eurystole_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"engraulis eurystole_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"engraulis eurystole_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,"epinephelus morio_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,"epinephelus morio_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,"epinephelus morio_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,"epinephelus morio_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"epinephelus morio_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"epinephelus morio_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,"equetus lanceolatus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,"equetus lanceolatus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,"equetus lanceolatus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,"equetus lanceolatus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"equetus lanceolatus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"equetus lanceolatus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,"etropus crossotus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,"etropus crossotus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,"etropus crossotus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,"etropus crossotus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"etropus crossotus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"etropus crossotus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,"etropus microstomus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,"etropus microstomus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,"etropus microstomus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,"etropus microstomus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"etropus microstomus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"etropus microstomus_Atl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,"etrumeus teres_Atl",2091,48,0.02293222,0.291961369920448,0.0955609767764464,0.799139167862267,0.9375,0.795888399412628,0.140733696130748,0.904271700114211,0.977511961722488,0.977522716403635,0.228764834783363,0.329669386275877,0.02050415,0.291961369920448,0.077186483928057,0.772375690607735,0.945945945945946,0.768753525098703,0.111698769491,0.917219249706559,0.980099502487562,0.980110497237569,0.249600961837439,0.336260372736362
1970,"etrumeus teres_Atl",7958,316,0.02293222,0.291961369920448,0.100151365385643,0.665870821814526,0.958860759493671,0.653755561371369,0.122673721434571,0.819554618215789,0.110586884979482,0.96029153053531,0.146499930940128,0.147086075263895,0.02050415,0.291961369920448,0.0580426738205084,0.605403418489248,0.992537313432836,0.595628415300546,0.0668245627362877,0.828098765640424,0.0706923664465112,0.975372174232678,0.105743953181273,0.132044743100686
1980,"etrumeus teres_Atl",7268,394,0.02293222,0.291961369920448,0.113980844087179,0.59232250963126,0.982233502538071,0.569973814373,0.12195709475471,0.834434247196454,0.945919911930645,0.945927352779307,0.203496103264093,0.209353344210696,0.02050415,0.291961369920448,0.0616089129792888,0.521712662337662,0.964071856287425,0.506196177273682,0.0604870750905273,0.843158044339802,0.46630125862769,0.966112012987013,0.159284258881932,0.178614006848936
